English,Russian,Armenian,French
Noradrenalin,Норадреналин,Նորադրենալին,Noradrénaline
Normalcy,Нормальность,Նորմալություն,Normalité
Newspaper,Газета,Թերթ,Journal
Neediness,нужда,Անհրաժեշտություն,Indigence
Needle,Иголка,Ասեղ,Aiguille
Notebook,Ноутбук,Տետր,Carnet
Nursery,Детская,Տնկարան,Garderie
Neuralgia,невралгия,Նեվրալգիա,Névralgie
Newsmen,Газетчики,Լրագրողներ,Journalistes
Noblesse,Дворянство,ազնվական,noblesse
Niche,Ниша,Խորշ,Niche
Navigation,Навигация,Նավիգացիա,La navigation
Nimblewit,Нимблвит,Նիմբլվիթ,Nimblewit
Noise,Шум,Աղմուկ,Bruit
Neuropathology,нейропатология,Նյարդաբանություն,Neuropathologie
Numeracy,Счет,Թվաբանություն,Numératie
Narrator,Рассказчик,Պատմող,Narrateur
Neurasthenic,неврастенический,Նևրաստենիկ,Neurasthénique
Nabit,Набит,Նաբիթ,Nabit
Nod,Кивок,Գլուխ տալով,Hocher la tête
Nostalgia,Ностальгия,Կարոտ,Nostalgie
Nuance,Нюанс,Նրբություն,Nuancer
Nacho,Начо,Նաչո,Nacho
Nonfiction,Документальная литература,Ոչ գեղարվեստական,Non-fiction
Negligence,Халатность,Անփութություն,Négligence
Nonage,Невозрастной,Ոչ միություն,Minorité
Nudge,Подтолкнуть,Թրթռալ,Coup de coude
Nullity,Недействительность,Անվավերություն,Nullité
Normal,Нормальный,Նորմալ,Normal
National,Национальный,Ազգային,National
Nondefeatist,Непораженец,Ոչ պարտվողական,Non défaitiste
Nihilism,Нигилизм,Նիհիլիզմ,Nihilisme
Nurture,Воспитывать,Դաստիարակել,Nourrir
Noodle,Лапша,Լապշա,Nouille
Neighborhood,Район,Հարեւանություն,Quartier
Neutralization,Нейтрализация,Չեզոքացում,Neutralisation
Naebm,Наебм,Նաեբմ,Naebm
Nil,ноль,Զրո,Néant
Nab,Наб,Նաբ,Nab
Negation,Отрицание,Բացասականություն,Négation
Nobleman,Дворянин,Ազնվական,Noble
Need,Необходимость,Անհրաժեշտություն,Besoin
Nonstop,Без остановки,Անդադար,Sans arrêt
Note,Запись,Նշում,Noter
Nightingale,Соловей,Nightingale,Rossignol
Nester,Нестер,Նեստեր,Nester
Nearness,Близость,Մերձավորություն,Proximité
Negotiator,Переговорщик,Բանակցող,Négociateur
Norad,Норад,Նորադ,NORAD
Novelist,Писатель,Արձակագիր,Romancier
Node,Узел,Հանգույց,Nœud
Nair,Наир,Նաիր,Naïr
Nadir,Надир,Նադիր,Nadir
Nudist,Нудист,Նուդիստ,Nudiste
Nourishment,питание,Սնուցում,Nourriture
Nurturer,Воспитатель,Դաստիարակ,nourricier
Nitwit,придурок,Նիտվիթ,Crétin
Nutshell,в двух словах,Համառոտ,Coquille de noix
Norethandrolone,Норэтандролон,Նորեթանդրոլոն,Noréthandrolone
Nutmeg,Мускатный орех,Մշկընկույզ,Noix de muscade
Newlywed,молодожены,Նորապսակ,Nouveau marié
Native,Родные,Մայրենի,Originaire de
Number,Число,Թիվ,Nombre
Network,Сеть,Ցանց,Réseau
Nitrate,нитрат,Նիտրատ,Nitrate
Nicety,вежливость,Գեղեցիկ,Subtilité
Notation,Обозначение,Նշում,Notation
Nomad,Кочевник,Քոչվոր,Nomade
Neckline,декольте,Վզնոց,Encolure
Naturalism,Натурализм,Նատուրալիզմ,Naturalisme
Nirvana,Нирвана,Նիրվանա,Nirvana
Nickname,Псевдоним,Մականուն,Surnom
Non-compliance,Несоответствие,Անհամապատասխանություն,Non-conformité
Neighbor,Сосед,Հարեւան,Voisin
Nihilist,нигилист,Նիհիլիստ,Nihiliste
Nosebleed,Носовое кровотечение,Քթից արյունահոսություն,Saignement de nez
Nomenclature,Номенклатура,Անվանակարգ,Nomenclature
Nahb,Нахб,Նահբ,Non
Nonequivalence,Неэквивалентность,Ոչ համարժեքություն,Non-équivalence
Nonfood,Непищевых продуктов,Ոչ պարենային,Non alimentaire
Nucleus,ядро,Միջուկ,Noyau
Notch,Выемка,Խազ,Entailler
Nausea,Тошнота,Սրտխառնոց,La nausée
Night,Ночь,Գիշեր,Nuit
Neatness,Аккуратность,Կոկիկություն,Propreté
Nanometer,нанометр,Նանոմետր,Nanomètre
Newspapermen,Газетчики,Թերթերի աշխատակիցներ,Journalistes
Nareb,Нареб,Նարեբ,Nareb
Newsboy,Газетчик,Newsboy,Vendeur de journaux
Notable,Известный,Հատկանշական,Notable
Nairo,Найро,Նաիրո,Nairo
Neuron,Нейрон,Նեյրոն,Neurone
Novelty,Новинка,Նորույթ,Nouveauté
Nip,щипок,Նիպ,Pincer
Nastiness,злобность,Զզվելիություն,Méchanceté
Naivete,Наивность,Միամտություն,Naïveté
Nun,монахиня,միանձնուհի,Religieuse
Null,Ноль,Դատարկ,Nul
Noose,Петля,Օղակ,Nœud coulant
Narrow,Узкий,Նեղ,Étroit
Naturopath,Натуропат,Բնաբան,Naturopathe
Nudism,Нудизм,Նուդիզմ,Nudisme
Noontime,полдень,Կեսօր,Midi
Nightfall,Сумерки,Գիշերը,Tombée de la nuit
Name,Имя,Անուն,Nom
Nationhood,государственность,Ազգություն,L'identité nationale
Negativity,негатив,Բացասականություն,Négativité
Nonce,одноразовый номер,Ոչ մի,Nonce
Notoriety,известность,Հայտնիություն,Notoriété
Notice,Уведомление,Ծանուցում,Avis
Nebula,Туманность,Միգամածություն,Nébuleuse
Nephew,Племянник,Եղբորորդի,Neveu
Nightshirt,Ночная сорочка,Գիշերաշապիկ,Chemise de nuit
Nipper,Кусачки,Նիպեր,Pince
Nationalist,Националист,Ազգայնական,Nationaliste
Neonate,Новорожденный,Նորածին,Nouveau-né
Notion,Понятие,Հասկացություն,Notion
Newborn,Новорожденный,Նորածին,Nouveau née
Notification,Уведомление,Ծանուցում,Notification
Negoce,Негоче,Նեգոցե,Négoce
Numbness,Онемение,Թմրություն,Engourdissement
Newsreel,Кинохроника,Newsreel,Actualités
Noon,Полдень,Կեսօր,Le midi
Newspaperman,Газетчик,լրագրող,Journaliste
Nucleotide,нуклеотид,Նուկլեոտիդ,Nucléotide
Nuclide,Нуклид,Նուկլիդ,Nucléide
Narration,Повествование,Պատմություն,Narration
Namesake,тезка,Անվանակից,Homonyme
Nuttiness,безумие,Դժգոհություն,Noisette
Napkin,Салфетка,Անձեռոցիկ,Serviette
Nascency,Рождение,Ծննդոց,Naissance
Nature,Природа,Բնություն,La nature
Nationalism,Национализм,Ազգայնականություն,Nationalisme
Nightclub,Ночной клуб,Գիշերային ակումբ,Boîte de nuit
Nuisance,Неприятность,Անհանգստություն,Nuisance
Necktie,Галстук,Վզկապ,Cravate
Newcomer,Новичок,Նորեկ,Nouveau venu
Neutralism,Нейтрализм,Չեզոքություն,Neutralisme
Nemesis,Немезида,Նեմեսիս,Némésis
Nonpayment,Неуплата,Չվճարում,Non-paiement
Nominee,Номинант,Թեկնածու,Candidat
Nostril,ноздря,Քթածակ,Narine
Numerology,Нумерология,Թվաբանություն,Numérologie
Narcissism,Нарциссизм,Նարցիսիզմ,Narcissisme
Nowhere,Нигде,Ոչ մի տեղ,Nulle part
Nonpareil,Нонпарейл,Ոչ պարալ,Sans égal
Narcotic,наркотический,Թմրամիջոց,Narcotique
Negative,Отрицательный,Բացասական,Négatif
Nozzle,Сопло,Վարդակ,Buse
Nudity,Нагота,Մերկություն,Nudité
Neocortex,Неокортекс,Նեոկորտեքս,Néocortex
Nonism,нонизм,Նոնիզմ,Nonisme
Nonoccurrence,Ненаступление,Ոչ պատահականություն,Non-occurrence
Neoteric,Неотерический,Նեոտերիկ,Néoterique
Nectar,Нектар,Նեկտար,Nectar
Nightmare,Ночной кошмар,Մղձավանջ,Cauchemar
Nonreactivity,Нереактивность,Ոչ ռեակտիվություն,Non-réactivité
Nap,Вздремнуть,Քուն,Sieste
Natation,нация,Ազգ,Natation
Nuclei,ядра,Միջուկներ,Noyaux
Nux,Нукс,Nux,Nux
Nugget,Самородок,Բնակտոր,Pépite
Necropsy,вскрытие,Դեղահատություն,Nécropsie
Nitroglycerine,Нитроглицерин,Նիտրոգլիցերին,Nitroglycérine
Necklace,Ожерелье,Վզնոց,Collier
Nobody,Никто,Ոչ ոք,Personne
Nondriver,Неводитель,Ոչ վարորդ,Non conducteur
Nose,Нос,Քիթ,Nez
Negativism,Негативизм,Նեգատիվիզմ,Négativisme
Noisiness,Шумность,Աղմուկ,Caractère bruyant
Nest,Гнездо,Բույն,Nid
Narrative,Повествование,Պատմողական,Récit
Neutrality,Нейтралитет,Չեզոքություն,Neutralité
Noun,Существительное,Գոյական,Nom
Navy,Военно-морской,Նավատորմ,Marine
Nutrition,Питание,Սնուցում,La nutrition
Neck,Шея,Պարանոց,Cou
Novitiate,Новициат,Նորարարել,Noviciat
Newsstand,Киоск,Մամուլի կրպակ,Kiosque à journaux
Nylon,Нейлон,Նեյլոն,Nylon
Navigator,Навигатор,Նավիգատոր,Navigateur
Newel,Ньюэл,Նյուել,Newel
Nickel,никель,Նիկել,Nickel
Neutron,нейтрон,Նեյտրոն,Neutron
Naturalist,Натуралист,Բնագետ,Naturaliste
Neon,Неон,Նեոն,Néon
Necessity,Необходимость,Անհրաժեշտություն,Nécessité
Norwegian,норвежский язык,նորվեգական,norvégien
Newsman,Газетчик,Լրագրող,Journaliste
Neurologist,Невролог,Նյարդաբան,Neurologue
Nitrogen,Азот,Ազոտ,Azote
Nonogenarian,ноногенерианец,Ոչ գեներական,Nonogénaire
Newt,Тритон,Նյութ,Triton
Narrowness,Узость,Նեղություն,Étroitesse
Niece,Племянница,զարմուհի,Nièce
Nerve,нерв,Նյարդ,Nerf
Norm,Норма,Նորմ,Norme
Nobility,Дворянство,Ազնվականություն,La noblesse
Nop,нет,Ոչ,Non
Negotiation,Переговоры,Բանակցություն,Négociation
Neurotic,невротик,Նևրոտիկ,Névrosé
Novel,Роман,Վեպ,Roman
Nymph,Нимфа,Նիմֆա,Nymphe
Nimbus,Нимб,Նիմբուս,Nimbus
Net,Сеть,Ցանց,Filet
Nosebag,мешок для носа,Քթի պայուսակ,Besace
Nomination,Номинация,Առաջադրում,Nomination
Neutralist,Нейтралист,Նեյտրալիստ,Neutraliste
Neglect,Пренебрегать,Անտեսում,Négligence
Novice,Новичок,Սկսնակ,Novice
North,Север,Հյուսիսային,Nord
Optimality,Оптимальность,Օպտիմալություն,Optimalité
Offal,Субпродукты,Մթերք,Déchets
Overcoat,Пальто,Վերարկու,Pardessus
Ome,Оме,Օմե,Ome
Ouster,изгнание,Վտարել,Expulsion
Objector,Возражающий,Առարկող,Objecteur
Ornamental,Декоративный,Դեկորատիվ,Ornemental
Open,Открытым,Բաց,Ouvrir
Overpayment,Переплата,Գերավճար,Paiement en trop
Oodles,Удлс,Oodles,Tas
Overtime,Со временем,Արտաժամյա աշխատանք,Heures supplémentaires
Oversight,Надзор,Վերահսկողություն,Surveillance
Ox,Бык,Եզ,Bœuf
Opium,Опиум,Ափիոն,Opium
Objectivity,Объективность,Օբյեկտիվություն,Objectivité
Oil,Масло,Յուղ,Pétrole
Ostracism,остракизм,Օստրակիզմ,Ostracisme
Office,Офис,Գրասենյակ,Bureau
Oversimplification,упрощение,Չափազանց պարզեցում,Simplification excessive
Overload,Перегрузка,Գերբեռնվածություն,Surcharge
Order,Заказ,Պատվեր,Ordre
Objectification,Объективация,Օբյեկտիվացում,Objectivation
Oceanography,Океанография,Օվկիանոսագրություն,Océanographie
Overthrow,свергнуть,տապալել,Renverser
Offering,Предложение,Առաջարկելով,Offre
Outsider,Аутсайдер,Արտաքին,Outsider
Occasion,Повод,Առիթ,Occasion
Observance,Соблюдение,Պահպանություն,Observance
Originator,Создатель,Ստեղծող,Auteur
Oyster,устрица,ոստրե,huître
Obligation,Обязательство,Պարտավորություն,Obligation
Oak,Дуб,Կաղնի,Chêne
Oracle,Оракул,Oracle,Oracle
Owner,Владелец,Սեփականատեր,Propriétaire
Omission,Упущение,Բացթողում,Omission
Organdy,Органди,Օրգանդիա,Organdi
Opening,Открытие,Բացում,Ouverture
Occupancy,Вместимость,Զբաղվածություն,Occupation
Overhaul,Капитальный ремонт,Կապիտալ վերանորոգում,Révision
